driver_id,start_time,end_time,start_location,end_location
37,2008-09-29 02:30:43 +0100,2008-09-29 04:51:47 +0100,"19.192842002003374, -106.65556928468779","-33.75835394092494, -123.34701267051639"
38,1991-11-11 06:46:32 +0000,1991-11-11 09:20:31 +0000,"74.94809633345358, -89.97709932148709","-28.313337149334764, 60.2540922534759"
39,2002-12-09 07:02:25 +0000,2002-12-09 07:25:31 +0000,"20.107852474025833, -64.37977737394492","-12.479622974994328, 117.3569371365549"
40,1975-06-13 11:46:19 +0100,1975-06-13 13:21:28 +0100,"69.79678861676942, 156.431435984862","-24.848694409143363, 157.2207365388091"
41,2000-08-20 01:27:45 +0100,2000-08-20 02:12:04 +0100,"14.949127488067674, -159.33435987333033","-45.31694232331481, -45.246469986746746"
42,1994-07-17 09:45:44 +0100,1994-07-17 11:09:33 +0100,"-21.74787658662143, -133.7017437722053","66.65398444251053, 165.52839516613489"
43,2000-06-26 10:18:57 +0100,2000-06-26 10:56:50 +0100,"84.62270324876346, -43.801003160085145","-49.45260810781685, -171.83298557869443"
44,1990-08-30 22:58:19 +0100,1990-08-31 00:59:07 +0100,"61.073027041327606, 119.58351701898636","-58.75449652624164, -22.851807876675736"
45,1992-09-09 14:01:08 +0100,1992-09-09 14:11:11 +0100,"-63.91421809647812, -36.25221242432872","-82.8821863940588, 39.24434565057305"
46,1991-08-10 04:18:36 +0100,1991-08-10 06:06:15 +0100,"-27.559082050445568, 146.90253615545748","-89.78870485914057, 45.94262205308445"
47,1979-02-28 12:05:14 +0000,1979-02-28 12:34:15 +0000,"26.596146354993095, -46.61095183139793","3.84120086142552, -5.20285851053174"
48,1981-07-08 07:38:23 +0100,1981-07-08 09:16:25 +0100,"-44.28076077885995, 94.91268332773933","67.16320448087859, -53.16904877138849"
49,1995-04-22 10:25:43 +0100,1995-04-22 12:43:02 +0100,"8.817204681148638, 89.5987854276953","58.13770529714779, 39.15273540273827"
50,2007-09-03 18:18:54 +0100,2007-09-03 19:37:28 +0100,"-17.7973806717997, 103.91367794393017","49.606489321905315, -59.83981337534077"
51,2000-03-14 15:40:53 +0000,2000-03-14 18:15:28 +0000,"73.79665127962926, 54.77644558814532","-85.69199543718878, -102.66666683534818"
52,1995-07-12 13:51:58 +0100,1995-07-12 14:31:44 +0100,"-88.10678417085927, -144.40313353065787","-52.76132353755303, -99.50546901425487"
53,1983-11-24 09:08:26 +0000,1983-11-24 10:52:42 +0000,"-51.974328094982724, -164.64482638040863","-81.86926800248987, -132.80207675015194"
54,2006-03-18 13:56:35 +0000,2006-03-18 16:39:18 +0000,"-21.19412426458932, 85.91653213603928","1.8969000549623445, -82.52088551226743"
55,1971-11-14 09:15:00 +0000,1971-11-14 09:41:08 +0000,"-50.65547551084999, -59.160665724016","-2.0536579622553575, 174.4486390114792"
56,1990-11-02 08:53:48 +0000,1990-11-02 11:36:39 +0000,"-62.77238929466333, 60.803145371634116","0.8127842609941496, 69.16579814587925"
57,1977-08-24 18:46:35 +0100,1977-08-24 18:57:13 +0100,"-72.54689626750618, 135.12113084987192","-8.754143713273095, 168.6501888826362"
58,2009-12-22 03:14:39 +0000,2009-12-22 03:41:09 +0000,"-50.43088844798676, -145.46995222252485","-55.45411850089822, 26.184162870627063"
59,2013-09-16 08:07:05 +0100,2013-09-16 10:04:52 +0100,"69.84310890902475, -175.8350886910247","-8.660550764677907, 37.55977279460913"
60,1999-04-24 08:32:21 +0100,1999-04-24 11:18:23 +0100,"-68.04403360184783, 174.68073811220245","-55.18363496200648, 58.06663767612392"
61,1998-08-17 09:32:29 +0100,1998-08-17 10:39:24 +0100,"-17.66543959418253, 143.9390554924439","16.436551986400005, -38.96286545000095"
62,2009-07-20 04:59:12 +0100,2009-07-20 05:22:58 +0100,"85.19975503778062, -59.471877856660086","47.71494307765141, -139.72633612208344"
63,1998-11-24 17:08:39 +0000,1998-11-24 18:53:23 +0000,"-22.95675164793427, -82.61895460326676","68.97049664528629, 7.642655482058302"
64,1989-01-30 03:04:26 +0000,1989-01-30 03:49:01 +0000,"77.77382199063041, -88.84295176710646","37.32354275260796, 74.0307201720347"
65,2008-03-01 22:42:54 +0000,2008-03-01 22:52:36 +0000,"-17.74199326752786, 106.91663616025625","48.29750257791554, -2.263601616377997"
66,1981-02-27 11:27:17 +0000,1981-02-27 13:31:15 +0000,"-3.792882497296901, -55.35373869006655","84.02895267606868, 61.86323834021056"
67,2012-03-23 15:11:34 +0000,2012-03-23 16:24:49 +0000,"-19.87176307819702, 103.89016697646741","78.25494214938684, -5.380695143826216"
68,1994-05-04 12:16:46 +0100,1994-05-04 14:00:16 +0100,"59.76133315607893, -164.8429524210115","-21.21598714905973, -113.14439405732747"
69,1996-05-04 12:50:26 +0100,1996-05-04 13:22:34 +0100,"10.158571278681123, 87.15367328761721","-39.28924532497227, 61.112240582857424"
70,2000-11-06 03:59:49 +0000,2000-11-06 05:03:52 +0000,"-27.145027915284437, 141.87482731315765","-71.5891125925255, 129.94246199945331"
71,1997-02-24 07:25:17 +0000,1997-02-24 07:42:39 +0000,"29.285997952217713, 97.58967764160502","79.5648588562596, -69.89796388941744"
72,1986-05-05 14:43:21 +0100,1986-05-05 15:40:13 +0100,"-27.492716185298875, 86.31301425301984","58.015088974298095, 137.2435107719162"
73,2003-03-04 11:01:06 +0000,2003-03-04 12:11:12 +0000,"63.93709646663285, 26.25042288803465","20.20304035440425, 57.73654542802987"
74,1986-07-15 19:00:59 +0100,1986-07-15 19:38:36 +0100,"77.41369331207966, -102.68384357957551","55.82540035710369, -104.18774360093673"
75,1975-03-25 22:35:33 +0100,1975-03-25 22:36:27 +0100,"10.323476046976907, -122.94124036883684","58.22330830935633, -35.538420401240614"
76,1994-11-09 14:27:07 +0000,1994-11-09 16:47:10 +0000,"-8.543491247254863, -123.65156222472477","-2.09155430865826, 88.87100007262768"
77,1983-07-03 18:59:09 +0100,1983-07-03 19:49:46 +0100,"73.8391783704829, 127.23825819843364","1.1669936378953878, -76.53719118968138"
78,1983-02-19 19:44:41 +0000,1983-02-19 19:49:28 +0000,"56.04855641801788, -172.52675597354408","34.1976467372853, 106.18698448185495"
79,1974-12-20 18:47:06 +0000,1974-12-20 21:32:38 +0000,"49.37806848673188, 136.69774617498575","86.31671282182933, 128.66271698346014"
80,1976-10-04 15:01:04 +0100,1976-10-04 16:05:09 +0100,"-54.089426533398196, -101.36539789648283","-29.988618525959488, -31.021465059442733"
81,1991-10-12 23:41:10 +0100,1991-10-13 00:55:14 +0100,"65.68931125075193, -115.90005236036117","6.194549984716275, -172.69712231386995"
82,1983-01-28 11:17:10 +0000,1983-01-28 13:29:32 +0000,"78.17960088311739, 153.6284471365023","-31.265921553617027, 160.05775739112448"
83,1974-06-16 02:36:49 +0100,1974-06-16 04:49:06 +0100,"10.086436085251677, -176.79149083251068","87.45483373237329, -145.65664579240297"
84,2000-08-12 04:24:39 +0100,2000-08-12 04:46:04 +0100,"64.27217511953134, -73.36498069331677","-64.54148726794689, -78.06534880884672"
85,1991-07-06 05:40:20 +0100,1991-07-06 08:21:08 +0100,"63.25322282304006, 95.04490856408137","63.9116333128151, 42.79021502718612"
86,2008-06-13 19:08:47 +0100,2008-06-13 21:51:54 +0100,"-35.975976903682756, 173.2714462204849","10.477582088910324, 158.09978066692025"
87,1982-06-01 03:08:05 +0100,1982-06-01 05:54:15 +0100,"36.743729101845375, -46.26987802218619","-77.38539612170878, 41.75763189322467"
88,1976-10-10 09:01:21 +0100,1976-10-10 09:07:17 +0100,"-51.18406854945672, -175.90120779200154","84.27657859205877, 119.03634626107339"
89,1984-07-26 15:40:50 +0100,1984-07-26 15:55:05 +0100,"-65.35931801607224, -34.9027337856661","39.82009599056448, -120.40599178111538"
90,1993-10-06 20:45:24 +0100,1993-10-06 21:33:52 +0100,"-56.0286249736981, 135.5269223851293","-36.10702938374365, 29.664593593316084"
91,2007-03-01 04:44:51 +0000,2007-03-01 06:55:49 +0000,"58.115091159576025, 123.18656121540539","-42.263514364176224, -13.037851481093583"
92,1986-05-10 10:05:20 +0100,1986-05-10 10:42:03 +0100,"-38.30053195541573, -91.15366581546368","-35.654233224190044, 149.73326011711987"
93,1988-07-08 14:41:13 +0100,1988-07-08 16:31:38 +0100,"-6.218950049244583, -27.087075056494825","78.5831413567089, 174.30676078286064"
94,1986-04-15 14:12:00 +0100,1986-04-15 14:13:55 +0100,"-30.76882668452498, -41.309948806907215","71.59916628334705, -107.9922981322622"
95,2005-02-24 22:36:51 +0000,2005-02-25 00:31:37 +0000,"85.34312077670398, 179.22122623498024","33.73501107726706, 87.10191035694925"
96,1977-04-22 14:00:04 +0100,1977-04-22 16:31:57 +0100,"-1.8630883558902553, -119.94849737684979","52.859078054011434, -30.546038208058746"
97,2005-06-28 11:45:15 +0100,2005-06-28 11:53:57 +0100,"-56.66129398635949, -164.93555373155544","-38.65588452744917, -124.71024885631434"
98,2013-01-20 12:11:36 +0000,2013-01-20 14:55:09 +0000,"-0.17116243406017873, 76.48065184313822","24.49429160846914, -141.94782274508526"
99,1992-11-29 19:27:49 +0000,1992-11-29 20:11:55 +0000,"-78.77069112160727, 83.92620262479028","-8.323480079898388, 144.635301923685"
0,1984-09-26 18:44:49 +0100,1984-09-26 20:33:44 +0100,"0.5162428853097651, 55.22910642659792","79.58270501377862, 37.55824104137244"
1,1999-08-04 14:57:05 +0100,1999-08-04 17:39:20 +0100,"-86.15129739096461, -28.650073670230512","-26.134131738200075, -3.4877650283719106"
2,2011-07-31 03:05:01 +0100,2011-07-31 05:37:35 +0100,"-12.391407899062983, -133.09988991754796","-38.23295292588391, -55.46040813435957"
3,2006-08-21 12:32:17 +0100,2006-08-21 14:17:56 +0100,"74.87785255400865, 59.55211028498303","-9.99004464942098, -72.95778145572139"
4,2003-02-09 11:59:02 +0000,2003-02-09 13:02:11 +0000,"-86.60020809210499, -113.46631195889609","87.47704789207563, -140.31106910107303"
5,1984-06-19 09:16:20 +0100,1984-06-19 09:56:56 +0100,"-59.57878589190573, -13.227987107597386","58.658118086734305, -161.4059922006406"
6,2005-05-05 23:02:38 +0100,2005-05-05 23:55:00 +0100,"-21.966447705469832, 54.15222299373852","38.646518350906405, -114.38568807278543"
7,2008-11-21 05:55:36 +0000,2008-11-21 07:11:38 +0000,"17.09760235021963, 7.84871120753769","24.097620571238025, -148.6612989790683"
8,1994-09-10 01:02:12 +0100,1994-09-10 03:06:19 +0100,"-32.32903855371938, -73.87024216469194","59.07252242516731, 175.98955250787623"
9,1982-01-03 05:04:07 +0000,1982-01-03 05:59:26 +0000,"-10.744483888975935, -25.82705060007939","-11.788694068602993, -174.46724213509154"
10,1988-01-01 18:14:02 +0000,1988-01-01 18:24:54 +0000,"-77.42180486831826, -105.13515773102687","83.81053693468519, 163.1774833391981"
11,1977-02-27 00:27:24 +0000,1977-02-27 00:46:51 +0000,"-23.571422624209944, 117.75798889217606","25.44659394614095, -85.70434198067913"
12,1998-11-22 02:51:44 +0000,1998-11-22 05:12:23 +0000,"-71.33014417798653, 122.75210396193961","60.93653516478139, 136.63105331321356"
13,2010-07-25 13:25:52 +0100,2010-07-25 15:07:38 +0100,"8.675660036926828, 75.01754243705747","-87.2795169508087, -120.3856998083092"
14,2007-03-21 15:30:23 +0000,2007-03-21 18:09:12 +0000,"-65.54252902883601, -35.68049038598363","43.666134524793705, -69.61059842885955"
15,1984-12-05 16:20:53 +0000,1984-12-05 17:49:30 +0000,"68.51691153875896, -174.21695193318598","-72.11200956309028, -95.5480401208909"
16,2014-10-19 13:07:28 +0100,2014-10-19 13:41:47 +0100,"-36.35994001598222, -168.0221951960811","-72.3573131775579, -113.02113934959644"
17,1975-07-01 10:11:00 +0100,1975-07-01 11:10:49 +0100,"67.12653549329858, 112.27485316236391","40.93762773837909, -54.74745120200194"
18,1973-12-30 19:46:24 +0000,1973-12-30 21:28:07 +0000,"80.58024640869152, 51.659575189287665","-42.3268832576576, -0.13897994489121857"
19,1993-12-14 10:12:46 +0000,1993-12-14 11:05:40 +0000,"-5.325191487148686, 116.76859602990879","26.831203072561266, 87.26791073554392"
20,2013-05-07 09:10:40 +0100,2013-05-07 11:14:27 +0100,"11.343626890592304, -147.16617272524275","19.299502057795067, 56.1451042820203"
21,1995-03-31 17:20:20 +0100,1995-03-31 19:31:12 +0100,"-8.658396775348962, 102.1249364075644","-63.47703598084792, 132.184994764537"
22,2007-01-05 07:23:36 +0000,2007-01-05 09:47:10 +0000,"-32.40771552676429, -95.40756729280503","14.812059770541993, 165.35932658427419"
23,1998-02-06 08:51:40 +0000,1998-02-06 09:23:31 +0000,"74.49627180246742, -88.19544591956556","33.04922846561257, -88.54482728432086"
24,1971-02-07 01:46:23 +0100,1971-02-07 01:48:56 +0100,"31.269019380730413, 1.3703637526451473","76.3706369842395, -132.5757619997126"
25,2011-08-09 07:08:30 +0100,2011-08-09 08:38:39 +0100,"-85.40432637398015, -129.58185089385273","0.9951200129708013, -153.94084255265167"
26,1973-06-24 18:01:37 +0100,1973-06-24 19:36:32 +0100,"-28.837236171158835, -175.72546040553866","77.41397752189687, -3.0770132240082546"
27,1983-07-06 07:15:24 +0100,1983-07-06 09:15:15 +0100,"-19.756864825088996, 148.52528449636833","32.8804250409876, 152.04794128612946"
28,2003-11-07 06:06:04 +0000,2003-11-07 06:24:04 +0000,"-1.4947532741126395, -144.14662003199908","11.996592547949021, -174.8790246942337"
29,2006-05-24 05:18:16 +0100,2006-05-24 05:41:40 +0100,"-53.11751753754643, -78.11028181807356","1.050317982784108, 42.05090464075684"
30,2011-08-27 01:38:16 +0100,2011-08-27 02:31:49 +0100,"18.79821603908563, 29.148382956032236","-30.657403354289592, 46.68380871836979"
31,1999-03-26 07:17:29 +0000,1999-03-26 09:32:12 +0000,"63.55429099277262, 149.26396955661824","41.01112935893198, -41.29532715302861"
32,2015-06-21 01:06:34 +0100,2015-06-21 02:52:55 +0100,"80.58572133393051, -5.324717197371768","-76.09987121243775, 44.76286856499945"
33,1988-07-23 02:46:55 +0100,1988-07-23 03:55:40 +0100,"-6.347085272157386, -134.97604610697215","-24.392549514837555, 97.74392473280534"
34,2011-12-20 03:43:38 +0000,2011-12-20 04:50:45 +0000,"-86.72528230369545, -90.44314379343675","-49.47553472071015, -3.1114659475540236"
35,1975-05-01 07:08:13 +0100,1975-05-01 07:48:23 +0100,"43.65286229898112, -116.11056315956932","-57.23958512151461, -157.81658315237547"
36,1978-07-12 17:58:34 +0100,1978-07-12 18:15:28 +0100,"-21.41308034614343, -68.52214257951593","26.129689453583623, 115.77596702366515"
37,1970-05-10 17:03:37 +0100,1970-05-10 19:31:41 +0100,"24.5446605903619, -9.447092298194633","-55.05024478992508, -66.45282965581154"
38,1986-06-05 00:27:04 +0100,1986-06-05 02:29:54 +0100,"67.42487859540427, 57.75834864795141","-7.033392705316032, -112.90511817952746"
39,1985-12-25 22:18:37 +0000,1985-12-25 23:18:44 +0000,"36.96184607178185, 1.05410203242306","45.84567172385795, -150.78992184756757"
40,1979-08-18 17:11:12 +0100,1979-08-18 17:49:04 +0100,"40.4304704463307, -91.57693644064504","40.78967361870173, -161.91912863339132"
41,2006-09-28 07:03:36 +0100,2006-09-28 07:47:36 +0100,"50.068465323148274, 120.67644439487952","66.65010568374885, -48.483154658239044"
42,2012-03-11 12:13:35 +0000,2012-03-11 12:32:23 +0000,"87.99892639684313, -85.19710599513127","-49.04363199462768, 177.38700643101907"
43,1974-12-14 01:30:06 +0000,1974-12-14 02:06:23 +0000,"-13.902164978254419, -2.1095974370497004","80.31056399821739, -19.369399868547617"
44,1972-03-12 07:21:04 +0000,1972-03-12 08:26:46 +0000,"86.02930722023228, -19.21306268687445","6.587161252442073, 174.2750510580912"
45,1985-03-31 00:12:54 +0000,1985-03-31 03:22:15 +0100,"27.660372371095363, 83.33726016848709","-38.458722030161645, 4.7021005395328075"
46,2010-05-14 01:43:24 +0100,2010-05-14 03:40:04 +0100,"-53.7222371623463, -171.16564362335097","18.98019600044495, -144.50993190168225"
47,2005-04-22 19:00:37 +0100,2005-04-22 20:48:16 +0100,"-1.434156582275861, -4.871735400369772","-71.53085434001919, 72.10599265817788"
48,1992-02-08 04:01:46 +0000,1992-02-08 05:33:08 +0000,"-6.51589112515596, -132.5264812070289","-26.950899572248325, 134.90573172684685"
49,1983-03-02 02:48:48 +0000,1983-03-02 03:02:34 +0000,"2.4861483334148318, 89.0538237738171","-82.36808544293434, -168.24778814379118"
50,1973-07-11 12:39:10 +0100,1973-07-11 15:09:55 +0100,"60.714952052810844, 18.16483852323455","84.03501190784965, -100.14860495479076"
51,1977-09-25 05:15:30 +0100,1977-09-25 07:25:09 +0100,"75.17118803441389, -127.28392181068814","40.538646044474376, 92.27065132946223"
52,1971-06-18 10:05:53 +0100,1971-06-18 10:34:33 +0100,"-36.98213072193813, -84.4241725867945","26.098936110665974, 169.97835942238237"
53,1976-10-14 15:20:58 +0100,1976-10-14 15:27:39 +0100,"53.48313471519805, 48.55095599177051","-62.4713173602317, 79.0794705704867"
54,1991-11-29 20:14:59 +0000,1991-11-29 22:58:35 +0000,"41.75041036629267, -42.25920463882383","28.21752581824387, 45.9484088180742"
55,1995-07-15 11:37:43 +0100,1995-07-15 12:18:52 +0100,"89.67986266178605, 76.90588691906913","-28.3390940959914, -53.307541421818996"
56,1979-04-27 18:14:49 +0100,1979-04-27 20:33:21 +0100,"-25.043592353572052, 130.83831871091286","-14.358800237855277, 166.10773679907135"
57,1992-01-28 15:49:55 +0000,1992-01-28 17:28:41 +0000,"-10.084572396540025, -79.77747798005319","-59.83903520080502, -131.93176185244388"
58,1986-10-24 17:01:01 +0100,1986-10-24 19:28:12 +0100,"40.57058400337388, 95.59365384663357","63.69402713469441, 170.76728917956052"
59,2009-06-18 19:54:21 +0100,2009-06-18 22:27:30 +0100,"-71.5571237087197, 77.01026410289472","35.365069879155655, 130.67747267867338"
60,1997-05-22 20:05:40 +0100,1997-05-22 22:01:13 +0100,"-51.03959190023044, -86.8359883168656","-69.15797377639497, 32.9741138218065"
61,1985-08-06 21:41:36 +0100,1985-08-06 21:49:15 +0100,"-57.26257468065994, -155.303166324752","51.05693128124787, 43.24445622812485"
62,2001-01-10 23:34:00 +0000,2001-01-11 02:18:26 +0000,"-28.073681622152378, -157.85881063679182","58.69912405492201, -161.59708518379114"
63,1997-09-21 22:26:59 +0100,1997-09-21 23:58:01 +0100,"28.979706767291034, -48.56576232396097","-13.280517798083679, 125.66746637984062"
64,2013-06-19 10:15:21 +0100,2013-06-19 11:47:22 +0100,"-13.184738157037117, 31.999400449875793","54.01083160276224, -179.49948512065245"
65,2001-12-29 06:41:23 +0000,2001-12-29 08:30:28 +0000,"75.04098855899215, -121.5549927187006","-55.2258795346906, -179.7638364544751"
66,1973-06-19 22:45:29 +0100,1973-06-20 00:34:38 +0100,"-45.04195277067249, -6.031083714272029","61.40582392672857, 179.67998563437288"
67,2014-01-11 18:17:17 +0000,2014-01-11 19:49:57 +0000,"-45.18380518876383, -3.5872501478612264","-22.12383271177309, 41.100081767278226"
68,2005-12-18 01:04:06 +0000,2005-12-18 01:45:57 +0000,"11.042377898179339, 66.52945111537753","67.66426659994627, -103.75244300012551"
69,1995-11-04 17:59:27 +0000,1995-11-04 19:39:19 +0000,"-10.241324825264854, -66.65279205429144","41.30603272031669, 79.59236609738798"
70,1999-10-08 06:00:36 +0100,1999-10-08 06:19:34 +0100,"-80.02393492373992, -50.69943364348373","74.48267065281416, -9.880222151825194"
71,2002-06-03 10:54:37 +0100,2002-06-03 12:29:34 +0100,"69.32420067937986, 150.68674370525957","40.780592386278016, 107.88326477609291"
72,2000-08-20 03:55:29 +0100,2000-08-20 06:18:03 +0100,"-72.90197585208966, -125.3759929068093","65.40395101965325, 84.26558577765724"
73,2014-07-09 23:46:36 +0100,2014-07-10 01:36:19 +0100,"-73.6449647225322, -24.558264759532193","-74.8027417021361, 72.30515611918713"
74,1973-09-07 12:02:24 +0100,1973-09-07 14:42:15 +0100,"-11.693496338014839, -152.67906288462433","7.6654319264559945, 158.56820739286718"
75,1970-11-09 13:14:03 +0100,1970-11-09 14:16:44 +0100,"-64.0033726871882, -11.736472921569373","33.40197203148162, -61.13147450661309"
76,1974-02-07 08:40:14 +0000,1974-02-07 09:34:54 +0000,"-38.96126874169576, 25.464036234485405","-73.55738966082669, 7.4425654085785595"
77,2013-06-20 20:16:25 +0100,2013-06-20 21:12:23 +0100,"29.75279315050203, 160.36260744469217","-86.3588572746677, 170.90392668841992"
78,1987-02-14 05:16:51 +0000,1987-02-14 07:44:07 +0000,"-40.73877156047255, -120.13211713337736","-77.25889012214431, 116.61732993837381"
79,1996-03-01 03:05:38 +0000,1996-03-01 03:40:34 +0000,"-29.795328318115942, -24.146811093061217","-76.5408493664514, -156.11557430395632"
80,1999-05-12 10:47:42 +0100,1999-05-12 12:17:57 +0100,"-13.097392916821946, 12.564251178553377","-79.30710582565828, 84.16092230171017"
81,2002-11-01 04:05:12 +0000,2002-11-01 04:57:11 +0000,"-4.693713657719627, 124.20892678941163","14.53732219994626, 158.48048887201946"
82,1979-04-06 04:32:50 +0100,1979-04-06 07:11:24 +0100,"-50.650067658305744, 6.929975603339898","-5.857590912199711, 114.8653351611652"
83,2002-01-02 09:43:07 +0000,2002-01-02 10:57:56 +0000,"7.4762968122417135, 84.7663425633279","-82.90266440014003, 158.86068340615134"
84,2004-01-14 04:00:09 +0000,2004-01-14 05:15:52 +0000,"-28.826458900857887, 48.01675631728307","-3.13602056174021, -137.16926797581172"
85,2000-12-19 16:21:49 +0000,2000-12-19 17:01:43 +0000,"-64.34369285555736, -98.02339149196956","-28.128622939015727, 151.2020922854594"
86,2005-07-22 00:51:02 +0100,2005-07-22 01:58:16 +0100,"-33.091416281345516, -99.99558758131633","-67.18899740885897, 21.869534847692165"
87,1980-04-29 07:37:19 +0100,1980-04-29 09:29:21 +0100,"-22.151970654598912, -95.61885453186818","27.460983683831188, -131.11760952957792"
88,1979-10-21 16:11:07 +0100,1979-10-21 16:22:25 +0100,"-23.412970902609487, 142.82193314177147","29.27633196528909, -91.17039370135763"
89,1994-12-17 14:01:37 +0000,1994-12-17 15:29:19 +0000,"-40.40029396909605, 116.69514909376909","57.59148264189551, 7.224681487575907"
90,1972-03-23 12:34:54 +0100,1972-03-23 14:14:24 +0100,"-48.87793092911429, 115.59084995381721","-59.372220578249475, -96.21775217602294"
91,1973-10-01 15:16:23 +0100,1973-10-01 17:40:48 +0100,"0.3575640104918705, 101.54948523442687","-55.07926744752429, 122.30480952988654"
92,1973-12-27 19:13:24 +0000,1973-12-27 21:33:33 +0000,"61.61432187702235, 165.22394795886515","83.12016593629602, 134.9403615653697"
93,2005-10-08 08:12:17 +0100,2005-10-08 08:24:14 +0100,"-57.121363199436274, 172.91909256548433","37.56061910560696, 55.85773463384126"
94,2012-10-12 18:07:27 +0100,2012-10-12 18:41:46 +0100,"-77.27847792918584, -46.067721021991304","27.12476475364589, 24.996988799113666"
95,1972-06-01 13:11:43 +0100,1972-06-01 14:57:06 +0100,"83.8397686165666, 95.47517641830581","29.83036475200946, -9.723881620891092"
96,2008-05-14 10:51:30 +0100,2008-05-14 12:29:17 +0100,"39.58744979168978, 127.26998142211067","-45.125942069370915, 64.38358194264325"
97,2000-12-04 23:59:02 +0000,2000-12-05 02:31:06 +0000,"-52.78848174520275, -33.301743060467885","62.37390639205742, -163.53577702244786"
98,2004-01-04 11:20:31 +0000,2004-01-04 13:26:40 +0000,"-11.289019492325536, 70.80823940853296","-47.49797573142759, -84.3908382851874"
99,1986-09-05 00:16:50 +0100,1986-09-05 00:21:58 +0100,"-53.46969125944697, -35.31729017046578","28.862372851608455, -171.6533073044696"
0,1990-02-19 01:10:23 +0000,1990-02-19 03:46:26 +0000,"66.31392197778379, 162.9368848053483","21.805381570809388, 136.08843269246756"
1,1978-06-08 02:28:32 +0100,1978-06-08 02:53:12 +0100,"-70.66194609009015, 68.03469171895298","59.841080737661656, 26.803114450024538"
2,1994-11-26 18:49:58 +0000,1994-11-26 21:21:50 +0000,"20.587314342528543, -29.321308067387207","88.65786396721248, 29.760139757862135"
3,2007-10-07 03:46:05 +0100,2007-10-07 03:47:00 +0100,"16.717865022326478, -173.9599337902826","-45.56610808745478, -8.061722477421824"
4,1996-12-18 10:56:53 +0000,1996-12-18 11:42:23 +0000,"-2.6746637865696954, 25.907325389624333","83.27351265081526, 46.79844345079471"
5,1973-05-03 22:24:55 +0100,1973-05-03 22:46:04 +0100,"73.2792224338759, -105.64885086744485","-23.984304575042742, -14.62626318589696"
6,1970-11-01 21:48:13 +0100,1970-11-01 23:58:37 +0100,"-8.889062727948243, 155.59058287009003","-64.87190187031831, -61.50143511012077"
7,1989-08-22 10:17:39 +0100,1989-08-22 10:59:10 +0100,"-83.40936556740783, 78.29574349930357","-30.924120048089343, -2.0039450478396077"
8,1973-01-19 03:41:34 +0000,1973-01-19 04:53:09 +0000,"31.43613830651583, 117.44230351657473","-31.80743697370442, -6.372553007155176"
9,1988-06-30 11:13:30 +0100,1988-06-30 12:06:22 +0100,"40.05663114459102, -4.957899778909393","19.86970390042626, -148.6280523174483"
10,2005-06-29 12:19:19 +0100,2005-06-29 12:31:03 +0100,"39.6997803455948, -105.34708835582879","-71.67502782458277, -125.44601373417152"
11,1990-12-24 13:21:13 +0000,1990-12-24 14:38:49 +0000,"6.7837092276858755, 66.56879404707266","-7.811200408734081, -89.04916356192356"
12,2000-11-13 06:08:10 +0000,2000-11-13 06:25:48 +0000,"-82.9514251818579, 78.15956115868659","-1.4060717118306059, 41.188145687116986"
13,2009-08-06 04:29:58 +0100,2009-08-06 05:26:39 +0100,"-81.00227392244778, -164.16783021916007","-28.638507219006257, -129.9538627124415"
14,1985-04-24 07:25:06 +0100,1985-04-24 08:58:28 +0100,"89.6980841980428, 29.48674362874931","14.098069946001118, 146.3894820970038"
15,1975-06-29 05:23:11 +0100,1975-06-29 05:48:40 +0100,"-59.24378100990517, -40.0690238258064","-46.61873778693625, -136.97108720870375"
16,1986-05-10 10:15:36 +0100,1986-05-10 13:00:02 +0100,"-47.96866199900487, -85.38295355804804","47.27053758197803, 9.8251227297186"
17,1985-07-27 22:26:23 +0100,1985-07-27 23:38:08 +0100,"4.010940607596737, 131.72748052329416","77.30561767984759, -9.881758801637602"
18,2003-05-09 23:12:01 +0100,2003-05-10 01:48:52 +0100,"31.157159323822256, 174.54163299386727","10.599009182978975, -179.071225635827"
19,1977-07-26 03:16:15 +0100,1977-07-26 05:45:41 +0100,"62.571995614876755, 78.14343348208519","57.55142845856528, -0.8815503413245267"
20,1978-10-28 12:14:00 +0100,1978-10-28 13:24:04 +0100,"67.8259837396192, -26.69170128509083","-52.35455564595097, -147.15646261075102"
21,2011-06-22 23:54:02 +0100,2011-06-23 02:04:13 +0100,"-62.06229564039813, 77.91538834626408","84.56282643177124, 108.83176033696515"
22,1978-07-06 09:09:41 +0100,1978-07-06 09:48:16 +0100,"-4.978839702807662, -114.60741600752756","86.44261236041925, -54.97528680556901"
23,2013-06-13 03:55:27 +0100,2013-06-13 05:44:30 +0100,"-11.254867959977418, -178.89720227500928","75.89458544227736, -66.02253504443735"
24,1995-06-02 07:26:45 +0100,1995-06-02 09:33:31 +0100,"-51.28777659223942, -32.397985415007724","21.864433948666345, 63.723333910387225"
25,2012-10-01 05:02:21 +0100,2012-10-01 06:31:27 +0100,"63.471956831843784, -12.765681714263081","42.173022487448264, 27.682675065006265"
26,1987-04-20 12:02:02 +0100,1987-04-20 13:48:04 +0100,"52.06491065003607, -70.47779644738588","-32.72423354592547, -119.2174937048956"
27,1976-07-18 10:15:01 +0100,1976-07-18 12:30:24 +0100,"60.173906989104296, -52.53970900180913","-66.29484505996952, 168.10472972344797"
